"DATE","MINUTE","PLAYER","TEAM","OPPOSITION","Shot","X","Y"
17/06/2014,42,"Chadli","Belgium","Algeria","Miss",67.1,54.8
17/06/2014,44,"Chadli","Belgium","Algeria","Attempt Saved",89.8,66.1
17/06/2014,50,"Witsel","Belgium","Algeria","Miss",96.2,41.7
17/06/2014,57,"Medjani","Algeria","Belgium","Miss",93.2,56.3
17/06/2014,66,"Origi","Belgium","Algeria","Attempt Saved",81.3,46.6
17/06/2014,66,"Vertonghen","Belgium","Algeria","Miss",83.5,67.8
17/06/2014,70,"Fellaini","Belgium","Algeria","Goal",90.2,54.4
17/06/2014,73,"van Buyten","Belgium","Algeria","Miss",89.9,56.1
17/06/2014,78,"De Bruyne","Belgium","Algeria","Blocked",71.6,49.1
17/06/2014,80,"Mertens","Belgium","Algeria","Goal",88,33.2
17/06/2014,84,"Fellaini","Belgium","Algeria","Attempt Saved",92.1,54.5
17/06/2014,11,"Son","South Korea","Russia","Miss",84.7,36.7
17/06/2014,21,"Samedov","Russia","South Korea","Miss",96.8,38.6
17/06/2014,27,"Eshchenko","Russia","South Korea","Blocked",66.5,65.8
17/06/2014,28,"Kokorin","Russia","South Korea","Miss",87.8,57.3
17/06/2014,31,"Ignashevitch","Russia","South Korea","Attempt Saved",68,35.3
17/06/2014,33,"Zhirkov","Russia","South Korea","Miss",80.4,75
17/06/2014,34,"Koo","South Korea","Russia","Blocked",74.6,47
17/06/2014,39,"Son","South Korea","Russia","Miss",82.7,61.7
17/06/2014,46,"Berezoutski","Russia","South Korea","Miss",94.5,58.1
17/06/2014,46,"Faizulin","Russia","South Korea","Attempt Saved",69.9,52.7
17/06/2014,50,"Koo","South Korea","Russia","Attempt Saved",71.4,53.4
17/06/2014,51,"Ki Sung-Yueng","South Korea","Russia","Attempt Saved",76,74.4
17/06/2014,53,"Lee Chung-Yong","South Korea","Russia","Miss",91.2,34.9
17/06/2014,57,"Kim Young-Gwon","South Korea","Russia","Attempt Saved",71.1,51
17/06/2014,62,"Eshchenko","Russia","South Korea","Blocked",79.7,19.5
17/06/2014,62,"Hong","South Korea","Russia","Attempt Saved",92.2,43.7
17/06/2014,62,"Kombarov","Russia","South Korea","Attempt Saved",71.6,63.3
17/06/2014,68,"Lee Keun-Ho","South Korea","Russia","Goal",77.4,36.1
17/06/2014,70,"Glushakov","Russia","South Korea","Blocked",76.5,63.7
17/06/2014,74,"Dzagoev","Russia","South Korea","Attempt Saved",91.6,27.9
17/06/2014,74,"Kerzhakov","Russia","South Korea","Goal",95.6,45
17/06/2014,79,"Son","South Korea","Russia","Blocked",76.9,43.5
17/06/2014,82,"Dzagoev","Russia","South Korea","Miss",70.6,50.3
17/06/2014,82,"Kokorin","Russia","South Korea","Blocked",70.6,51.9
17/06/2014,88,"Kokorin","Russia","South Korea","Miss",89.7,49.3
17/06/2014,90,"Samedov","Russia","South Korea","Miss",94.2,26.4
17/06/2014,90,"Denisov","Russia","South Korea","Blocked",68.8,58.8
17/06/2014,90,"Kokorin","Russia","South Korea","Miss",88.8,43.3
17/06/2014,7,"David Luiz","Brazil","Mexico","Blocked",69,71.4
17/06/2014,14,"Fred","Brazil","Mexico","Blocked",83.9,55
17/06/2014,18,"Luiz Gustavo","Brazil","Mexico","Miss",71.1,23.7
17/06/2014,24,"Herrera","Mexico","Brazil","Miss",79.5,24.4
17/06/2014,26,"Neymar","Brazil","Mexico","Attempt Saved",90.9,55.7
17/06/2014,26,"Layún","Mexico","Brazil","Miss",66.8,71.2
17/06/2014,29,"Oscar","Brazil","Mexico","Attempt Saved",74.8,68.4
17/06/2014,35,"Fred","Brazil","Mexico","Attempt Saved",90.3,51
17/06/2014,37,"Layún","Mexico","Brazil","Miss",76.8,75.6
17/06/2014,39,"Marcelo","Brazil","Mexico","Miss",72.6,69.9
17/06/2014,41,"Vázquez","Mexico","Brazil","Miss",74.1,52.7
17/06/2014,44,"Paulinho","Brazil","Mexico","Attempt Saved",92.7,53
17/06/2014,49,"Oscar","Brazil","Mexico","Miss",78.1,71.1
17/06/2014,53,"Guardado","Mexico","Brazil","Blocked",70.4,68.8
17/06/2014,55,"Vázquez","Mexico","Brazil","Miss",70.4,53
17/06/2014,56,"dos Santos","Mexico","Brazil","Attempt Saved",77.3,43.4
17/06/2014,57,"Herrera","Mexico","Brazil","Miss",79.6,31
17/06/2014,60,"Guardado","Mexico","Brazil","Miss",73.3,65.2
17/06/2014,63,"Neymar","Brazil","Mexico","Miss",71.9,69
17/06/2014,69,"Neymar","Brazil","Mexico","Attempt Saved",90.7,40
17/06/2014,76,"Jô","Brazil","Mexico","Miss",90,71.8
17/06/2014,78,"Hernández","Mexico","Brazil","Miss",88.8,47
17/06/2014,81,"dos Santos","Mexico","Brazil","Blocked",74.1,51.5
17/06/2014,86,"Willian","Brazil","Mexico","Miss",91.3,38
17/06/2014,86,"Thiago Silva","Brazil","Mexico","Attempt Saved",95.2,51.5
17/06/2014,90,"Guardado","Mexico","Brazil","Miss",85.2,16.7
17/06/2014,90,"Jiménez","Mexico","Brazil","Attempt Saved",86.7,23.6
18/06/2014,1,"Moukandjo","Cameroon","Croatia","Miss",93.9,12.6
18/06/2014,11,"Olic","Croatia","Cameroon","Goal",92.3,56.7
18/06/2014,14,"Mandzukic","Croatia","Cameroon","Miss",76.2,64.7
18/06/2014,16,"Perisic","Croatia","Cameroon","Attempt Saved",94,48.5
18/06/2014,17,"Rakitic","Croatia","Cameroon","Attempt Saved",69.5,58.3
18/06/2014,20,"Song","Cameroon","Croatia","Blocked",77.6,41.5
18/06/2014,21,"Mbia","Cameroon","Croatia","Miss",74.1,22.8
18/06/2014,26,"Olic","Croatia","Cameroon","Miss",91.3,77
18/06/2014,36,"Perisic","Croatia","Cameroon","Miss",89.7,47.2
18/06/2014,39,"Sammir","Croatia","Cameroon","Attempt Saved",75.9,36.7
18/06/2014,44,"Choupo-Moting","Cameroon","Croatia","Blocked",88.2,77.1
18/06/2014,45,"Aboubakar","Cameroon","Croatia","Miss",83.8,47.4
18/06/2014,45,"Aboubakar","Cameroon","Croatia","Miss",71.8,48.7
18/06/2014,45,"Enoh","Cameroon","Croatia","Blocked",71.9,84.1
18/06/2014,46,"Sammir","Croatia","Cameroon","Miss",95.7,32.4
18/06/2014,47,"Choupo-Moting","Cameroon","Croatia","Attempt Saved",71.4,52
18/06/2014,48,"Perisic","Croatia","Cameroon","Goal",94.6,69.5
18/06/2014,50,"Mandzukic","Croatia","Cameroon","Miss",88.2,44.1
18/06/2014,52,"Nounkeu","Cameroon","Croatia","Miss",90.9,31
18/06/2014,59,"Srna","Croatia","Cameroon","Miss",80.5,50.7
18/06/2014,60,"Modric","Croatia","Cameroon","Blocked",74.4,57.7
18/06/2014,61,"Mandzukic","Croatia","Cameroon","Goal",91.5,53
18/06/2014,66,"Aboubakar","Cameroon","Croatia","Blocked",80.5,63.9
18/06/2014,67,"Aboubakar","Cameroon","Croatia","Miss",81.5,68.4
18/06/2014,69,"Mbia","Cameroon","Croatia","Miss",72.5,38.2
18/06/2014,73,"Mandzukic","Croatia","Cameroon","Goal",95.3,54.9
18/06/2014,73,"Eduardo","Croatia","Cameroon","Attempt Saved",86.5,31.6
18/06/2014,76,"Srna","Croatia","Cameroon","Miss",85.6,32.7
18/06/2014,79,"Mbia","Cameroon","Croatia","Miss",94.4,40.8
18/06/2014,82,"Srna","Croatia","Cameroon","Blocked",89.6,34.5
18/06/2014,85,"Moukandjo","Cameroon","Croatia","Miss",87.6,59.4
18/06/2014,87,"Rebic","Croatia","Cameroon","Attempt Saved",88.8,71.1
18/06/2014,89,"Webó","Cameroon","Croatia","Blocked",92.2,53.2
18/06/2014,89,"Webó","Cameroon","Croatia","Attempt Saved",91.4,49.7
18/06/2014,90,"Nounkeu","Cameroon","Croatia","Miss",89.6,24
18/06/2014,2,"Jara","Chile","Spain","Miss",88,47.8
18/06/2014,15,"Diego Costa","Spain","Chile","Blocked",92.2,32.8
18/06/2014,15,"Alonso","Spain","Chile","Attempt Saved",94.9,57.1
18/06/2014,19,"Vargas","Chile","Spain","Goal",92.4,49.9
18/06/2014,23,"Alonso","Spain","Chile","Miss",84.3,46.6
18/06/2014,27,"Diego Costa","Spain","Chile","Miss",90.6,60.8
18/06/2014,43,"Aránguiz","Chile","Spain","Goal",86.9,43.1
18/06/2014,43,"Sánchez","Chile","Spain","Attempt Saved",73.6,27.4
18/06/2014,49,"Alba","Spain","Chile","Miss",73.2,61.4
18/06/2014,49,"Diego Costa","Spain","Chile","Blocked",87.2,54
18/06/2014,53,"Ramos","Spain","Chile","Attempt Saved",79.1,61.7
18/06/2014,53,"Busquets","Spain","Chile","Miss",96.1,55.4
18/06/2014,65,"Vargas","Chile","Spain","Attempt Saved",75.5,52.1
18/06/2014,68,"Mena","Chile","Spain","Miss",87.9,68.8
18/06/2014,68,"Isla","Chile","Spain","Miss",97.2,39.2
18/06/2014,71,"Gutierrez","Chile","Spain","Miss",90.5,55.5
18/06/2014,80,"Cazorla","Spain","Chile","Attempt Saved",76.4,49.4
18/06/2014,84,"Iniesta","Spain","Chile","Attempt Saved",73.8,42.4
18/06/2014,85,"Ramos","Spain","Chile","Attempt Saved",90,51.8
18/06/2014,88,"Cazorla","Spain","Chile","Attempt Saved",74.9,55.7
18/06/2014,89,"Ramos","Spain","Chile","Miss",87.7,46.6
18/06/2014,90,"Ramos","Spain","Chile","Blocked",92.3,54.2
18/06/2014,90,"Alba","Spain","Chile","Miss",80.3,70.9
18/06/2014,90,"Koke","Spain","Chile","Blocked",89.2,31.6
18/06/2014,16,"Bresciano","Australia","Holland","Blocked",84,48
18/06/2014,18,"van Persie","Holland","Australia","Attempt Saved",85.4,35.5
18/06/2014,20,"Robben","Holland","Australia","Goal",90.3,63.9
18/06/2014,21,"Cahill","Australia","Holland","Goal",88.2,64.9
18/06/2014,24,"Robben","Holland","Australia","Blocked",82.1,31.4
18/06/2014,25,"Vlaar","Holland","Australia","Miss",95.6,57.9
18/06/2014,31,"Bresciano","Australia","Holland","Miss",86.7,61.8
18/06/2014,32,"Spiranovic","Australia","Holland","Attempt Saved",90.3,56.6
18/06/2014,34,"Leckie","Australia","Holland","Blocked",75.3,48.5
18/06/2014,49,"van Persie","Holland","Australia","Blocked",74,51.9
18/06/2014,50,"Sneijder","Holland","Australia","Miss",79.1,68.5
18/06/2014,54,"Jedinak","Australia","Holland","Goal",88.5,50
18/06/2014,58,"van Persie","Holland","Australia","Goal",88.8,61.5
18/06/2014,58,"Robben","Holland","Australia","Attempt Saved",96.2,34
18/06/2014,63,"Cahill","Australia","Holland","Miss",92.2,39.2
18/06/2014,67,"Leckie","Australia","Holland","Attempt Saved",92.3,47.2
18/06/2014,68,"Depay","Holland","Australia","Goal",70.9,55.5
18/06/2014,69,"van Persie","Holland","Australia","Attempt Saved",79.3,70.2
18/06/2014,72,"Bozanic","Australia","Holland","Blocked",86.6,38.6
18/06/2014,72,"Sneijder","Holland","Australia","Blocked",85,53.3
18/06/2014,74,"de Jong","Holland","Australia","Attempt Saved",86.4,40.4
18/06/2014,74,"Robben","Holland","Australia","Attempt Saved",76.2,40.7
18/06/2014,81,"Jedinak","Australia","Holland","Blocked",80.2,74.2
18/06/2014,90,"Lens","Holland","Australia","Attempt Saved",91.9,62.7
19/06/2014,6,"Gutiérrez","Colombia","Ivory Coast","Miss",80.4,55.4
19/06/2014,10,"Aurier","Ivory Coast","Colombia","Blocked",89.8,40.9
19/06/2014,17,"Sánchez","Colombia","Ivory Coast","Attempt Saved",69.2,51.1
19/06/2014,25,"Tioté","Ivory Coast","Colombia","Miss",73.4,58.3
19/06/2014,28,"Gutiérrez","Colombia","Ivory Coast","Miss",91.9,49.9
19/06/2014,31,"Aurier","Ivory Coast","Colombia","Attempt Saved",84.7,32.1
19/06/2014,34,"Yepes","Colombia","Ivory Coast","Miss",95.2,67.5
19/06/2014,36,"Tioté","Ivory Coast","Colombia","Blocked",68.9,41.5
19/06/2014,36,"Serey Die","Ivory Coast","Colombia","Blocked",74.3,56.6
19/06/2014,43,"Gradel","Ivory Coast","Colombia","Blocked",82.6,48
19/06/2014,52,"Yaya Touré","Ivory Coast","Colombia","Miss",74.8,30.9
19/06/2014,59,"Cuadrado","Colombia","Ivory Coast","Attempt Saved",97.6,25.5
19/06/2014,59,"Rodríguez","Colombia","Ivory Coast","Blocked",77.4,54
19/06/2014,61,"Gutiérrez","Colombia","Ivory Coast","Blocked",93.2,57.1
19/06/2014,64,"Rodríguez","Colombia","Ivory Coast","Goal",92.9,57.9
19/06/2014,68,"Yaya Touré","Ivory Coast","Colombia","Blocked",74.8,48.5
19/06/2014,69,"Yaya Touré","Ivory Coast","Colombia","Blocked",90.3,69.3
19/06/2014,70,"Quintero","Colombia","Ivory Coast","Goal",87.9,45.1
19/06/2014,73,"Gervinho","Ivory Coast","Colombia","Goal",88.5,61
19/06/2014,75,"Cuadrado","Colombia","Ivory Coast","Attempt Saved",90.5,22.4
19/06/2014,76,"Drogba","Ivory Coast","Colombia","Blocked",85.1,35.5
19/06/2014,84,"Bolly","Ivory Coast","Colombia","Miss",90.7,34.9
19/06/2014,85,"Kalou","Ivory Coast","Colombia","Attempt Saved",81.9,45.1
19/06/2014,89,"Quintero","Colombia","Ivory Coast","Attempt Saved",57.9,94.1
19/06/2014,2,"Yamaguchi","Japan","Greece","Blocked",77.8,51.8
19/06/2014,4,"Mitroglou","Greece","Japan","Blocked",96.2,66.4
19/06/2014,11,"Kone","Greece","Japan","Attempt Saved",75.3,34.9
19/06/2014,16,"Okubo","Japan","Greece","Blocked",69.2,44.9
19/06/2014,19,"Osako","Japan","Greece","Attempt Saved",75.6,51.5
19/06/2014,21,"Osako","Japan","Greece","Miss",76.7,78.8
19/06/2014,23,"Yoshida","Japan","Greece","Blocked",70.8,25.6
19/06/2014,29,"Honda","Japan","Greece","Attempt Saved",77.3,39.4
19/06/2014,33,"Okubo","Japan","Greece","Miss",86.4,56.9
19/06/2014,39,"Osako","Japan","Greece","Blocked",85.3,43.7
19/06/2014,40,"Torosidis","Greece","Japan","Attempt Saved",84.7,37.1
19/06/2014,45,"Torosidis","Greece","Japan","Miss",93.1,50.7
19/06/2014,46,"Samaras","Greece","Japan","Miss",53.7,48.7
19/06/2014,56,"Endo","Japan","Greece","Blocked",75.1,60.3
19/06/2014,60,"Kone","Greece","Japan","Miss",72,47.5
19/06/2014,60,"Gekas","Greece","Japan","Attempt Saved",90.3,54.8
19/06/2014,67,"Honda","Japan","Greece","Blocked",73.2,38.3
19/06/2014,67,"Okazaki","Japan","Greece","Blocked",86.4,46.7
19/06/2014,68,"Okubo","Japan","Greece","Miss",97.2,60.2
19/06/2014,70,"Honda","Japan","Greece","Blocked",78.3,57.9
19/06/2014,71,"Uchida","Japan","Greece","Miss",93.4,42.5
19/06/2014,77,"Okubo","Japan","Greece","Attempt Saved",70.5,49.4
19/06/2014,81,"Samaras","Greece","Japan","Miss",93.7,50.3
19/06/2014,85,"Yoshida","Japan","Greece","Miss",96.8,48.8
19/06/2014,85,"Nagatomo","Japan","Greece","Miss",90.6,69
19/06/2014,88,"Holebas","Greece","Japan","Attempt Saved",87.3,77.5
19/06/2014,90,"Endo","Japan","Greece","Attempt Saved",80.8,67.6
19/06/2014,10,"Rooney","England","Uruguay","Miss",78.9,59.6
19/06/2014,15,"Rodríguez","Uruguay","England","Miss",88.2,73.2
19/06/2014,17,"Sturridge","England","Uruguay","Blocked",83.5,32.4
19/06/2014,27,"Cavani","Uruguay","England","Miss",90.4,38.5
19/06/2014,31,"Rooney","England","Uruguay","Post",99.1,45.4
19/06/2014,36,"Sturridge","England","Uruguay","Miss",70.1,26.8
19/06/2014,39,"Suárez","Uruguay","England","Goal",93,45.7
19/06/2014,41,"Sturridge","England","Uruguay","Attempt Saved",93,70.8
19/06/2014,50,"González","Uruguay","England","Blocked",82.5,44.7
19/06/2014,50,"Suárez","Uruguay","England","Miss",84,28.2
19/06/2014,52,"Cavani","Uruguay","England","Miss",92.9,64.3
19/06/2014,54,"Rooney","England","Uruguay","Attempt Saved",90.9,54
19/06/2014,59,"Henderson","England","Uruguay","Attempt Saved",78.1,77.7
19/06/2014,69,"Suárez","Uruguay","England","Miss",73.4,4.2
19/06/2014,74,"Sturridge","England","Uruguay","Attempt Saved",79.6,32.8
19/06/2014,75,"Rooney","England","Uruguay","Goal",96.7,53.4
19/06/2014,78,"Sturridge","England","Uruguay","Attempt Saved",87.3,57.6
19/06/2014,85,"Suárez","Uruguay","England","Goal",91.7,32.2
19/06/2014,90,"Jagielka","England","Uruguay","Miss",91.5,53.1
19/06/2014,90,"Gerrard","England","Uruguay","Miss",74.1,43.4
20/06/2014,2,"Christian Bolaños","Costa Rica","Italy","Attempt Saved",69.1,57.1
20/06/2014,6,"Yeltsin Tejeda","Costa Rica","Italy","Blocked",92.9,69.9
20/06/2014,7,"Borges","Costa Rica","Italy","Miss",96.4,49.7
20/06/2014,27,"Motta","Italy","Costa Rica","Miss",76.6,54
20/06/2014,31,"Balotelli","Italy","Costa Rica","Miss",90.3,44.2
20/06/2014,33,"Balotelli","Italy","Costa Rica","Attempt Saved",81.1,44.5
20/06/2014,36,"Candreva","Italy","Costa Rica","Blocked",73.5,33.6
20/06/2014,36,"Christian Bolaños","Costa Rica","Italy","Attempt Saved",74.4,58.5
20/06/2014,39,"Ruiz","Costa Rica","Italy","Attempt Saved",72.9,51.1
20/06/2014,42,"Duarte","Costa Rica","Italy","Miss",91.3,43.9
20/06/2014,43,"Balotelli","Italy","Costa Rica","Blocked",71.7,56.9
20/06/2014,44,"Ruiz","Costa Rica","Italy","Goal",97.4,43.3
20/06/2014,50,"Cassano","Italy","Costa Rica","Blocked",88.5,34
20/06/2014,50,"Gonzalez","Costa Rica","Italy","Miss",96.8,33.4
20/06/2014,51,"Darmian","Italy","Costa Rica","Attempt Saved",81.5,73.8
20/06/2014,53,"Pirlo","Italy","Costa Rica","Attempt Saved",71.3,50.9
20/06/2014,54,"Borges","Costa Rica","Italy","Attempt Saved",73.6,67.8
20/06/2014,62,"Cassano","Italy","Costa Rica","Attempt Saved",73.1,48.2
20/06/2014,82,"Insigne","Italy","Costa Rica","Miss",81.6,50.3
20/06/2014,84,"Ureña","Costa Rica","Italy","Blocked",85.3,46.3
20/06/2014,90,"Cassano","Italy","Costa Rica","Miss",93.7,52.2
20/06/2014,90,"Brenes","Costa Rica","Italy","Miss",75.5,62.7
20/06/2014,1,"Rodriguez","Switzerland","France","Blocked",71.1,77.8
20/06/2014,6,"Benzema","France","Switzerland","Miss",79.7,59
20/06/2014,13,"Cabaye","France","Switzerland","Miss",72.9,49.3
20/06/2014,17,"Giroud","France","Switzerland","Goal",89.3,55
20/06/2014,18,"Matuidi","France","Switzerland","Goal",91.5,65.5
20/06/2014,25,"Benzema","France","Switzerland","Attempt Saved",76.4,56.9
20/06/2014,27,"Inler","Switzerland","France","Miss",79.9,46.8
20/06/2014,29,"Giroud","France","Switzerland","Miss",75.7,44.3
20/06/2014,30,"Shaqiri","Switzerland","France","Miss",88.2,63
20/06/2014,30,"Mehmedi","Switzerland","France","Attempt Saved",74.4,48.2
20/06/2014,32,"Benzema","France","Switzerland","Attempt Saved",88.5,50
20/06/2014,32,"Cabaye","France","Switzerland","Post",95.6,45.8
20/06/2014,33,"Matuidi","France","Switzerland","Miss",81.6,67.6
20/06/2014,40,"Valbuena","France","Switzerland","Goal",95.6,47.2
20/06/2014,43,"Valbuena","France","Switzerland","Attempt Saved",85.5,48.5
20/06/2014,45,"Xhaka","Switzerland","France","Blocked",74.4,51.5
20/06/2014,45,"Benzema","France","Switzerland","Attempt Saved",81.3,63.3
20/06/2014,46,"Seferovic","Switzerland","France","Miss",82.2,42.2
20/06/2014,48,"Giroud","France","Switzerland","Blocked",80.6,43.3
20/06/2014,49,"Benzema","France","Switzerland","Blocked",78.1,66.9
20/06/2014,51,"Seferovic","Switzerland","France","Miss",75.9,56.3
20/06/2014,53,"Xhaka","Switzerland","France","Miss",94.7,59.9
20/06/2014,54,"Shaqiri","Switzerland","France","Miss",73.7,63.7
20/06/2014,55,"Giroud","France","Switzerland","Miss",73.5,51.3
20/06/2014,58,"Dzemaili","Switzerland","France","Miss",74.7,52.1
20/06/2014,60,"Benzema","France","Switzerland","Blocked",84.1,55.1
20/06/2014,62,"Shaqiri","Switzerland","France","Blocked",81.7,46.4
20/06/2014,64,"Mehmedi","Switzerland","France","Miss",95,57.1
20/06/2014,67,"Benzema","France","Switzerland","Goal",96.3,39.1
20/06/2014,71,"Xhaka","Switzerland","France","Miss",93.2,49.6
20/06/2014,72,"Evra","France","Switzerland","Miss",90.9,65.2
20/06/2014,73,"Sissoko","France","Switzerland","Goal",87.5,33.9
20/06/2014,76,"Matuidi","France","Switzerland","Attempt Saved",94.4,66.9
20/06/2014,76,"Valbuena","France","Switzerland","Attempt Saved",86.7,41
20/06/2014,76,"Benzema","France","Switzerland","Attempt Saved",89.4,54
20/06/2014,77,"Inler","Switzerland","France","Blocked",72.7,27.2
20/06/2014,81,"Dzemaili","Switzerland","France","Goal",66.4,53.4
20/06/2014,86,"Shaqiri","Switzerland","France","Attempt Saved",75.1,50.4
20/06/2014,87,"Xhaka","Switzerland","France","Goal",87.5,35.4
20/06/2014,1,"Caicedo","Ecuador","Honduras","Attempt Saved",85.2,46.6
20/06/2014,6,"Óscar García","Honduras","Ecuador","Attempt Saved",74.5,31.6
20/06/2014,8,"Noboa","Ecuador","Honduras","Blocked",73,50.9
20/06/2014,8,"Walter Ayoví","Ecuador","Honduras","Miss",74.1,48.5
20/06/2014,15,"Costly","Honduras","Ecuador","Miss",68.4,44.9
20/06/2014,19,"Enner Valencia","Ecuador","Honduras","Miss",86.2,40
20/06/2014,27,"Bernárdez","Honduras","Ecuador","Miss",91.4,41.2
20/06/2014,27,"Espinoza","Honduras","Ecuador","Blocked",76.1,60.8
20/06/2014,31,"Costly","Honduras","Ecuador","Goal",82.8,53.8
20/06/2014,34,"Paredes","Ecuador","Honduras","Blocked",80.3,21.6
20/06/2014,34,"Enner Valencia","Ecuador","Honduras","Goal",97.7,55.9
20/06/2014,45,"Costly","Honduras","Ecuador","Post",92.3,48.2
20/06/2014,45,"Bernárdez","Honduras","Ecuador","Attempt Saved",71.2,52.8
20/06/2014,45,"Bengtson","Honduras","Ecuador","Miss",94,51.1
20/06/2014,46,"Beckeles","Honduras","Ecuador","Attempt Saved",77.8,32.1
20/06/2014,51,"Noboa","Ecuador","Honduras","Miss",74.9,75
20/06/2014,60,"Claros","Honduras","Ecuador","Miss",77.3,39.4
20/06/2014,60,"Bengtson","Honduras","Ecuador","Attempt Saved",81.9,31.8
20/06/2014,61,"Erazo","Ecuador","Honduras","Miss",89.7,50.7
20/06/2014,65,"Enner Valencia","Ecuador","Honduras","Goal",95.4,47.8
20/06/2014,74,"Figueroa","Honduras","Ecuador","Miss",71,50.6
20/06/2014,76,"Martínez","Honduras","Ecuador","Blocked",70,38.5
20/06/2014,76,"Martínez","Honduras","Ecuador","Blocked",70.8,45.1
20/06/2014,79,"Espinoza","Honduras","Ecuador","Miss",76.7,62.4
20/06/2014,81,"Espinoza","Honduras","Ecuador","Blocked",79.6,43.1
20/06/2014,85,"Enner Valencia","Ecuador","Honduras","Attempt Saved",69.2,41.9
20/06/2014,86,"Figueroa","Honduras","Ecuador","Miss",68.4,69
21/06/2014,4,"Hosseini","Iran","Argentina","Miss",86.2,52.8
21/06/2014,11,"Messi","Argentina","Iran","Blocked",79.5,27.9
21/06/2014,13,"Higuaín","Argentina","Iran","Attempt Saved",90.6,40
21/06/2014,19,"Di María","Argentina","Iran","Miss",78.1,53.6
21/06/2014,22,"Agüero","Argentina","Iran","Attempt Saved",87.6,68.2
21/06/2014,24,"Rojo","Argentina","Iran","Miss",92.3,47.6
21/06/2014,27,"Garay","Argentina","Iran","Miss",92.1,55.2
21/06/2014,30,"Messi","Argentina","Iran","Blocked",78.3,51.3
21/06/2014,33,"Messi","Argentina","Iran","Miss",76.5,54
21/06/2014,36,"Garay","Argentina","Iran","Miss",95.9,44.5
21/06/2014,42,"Hosseini","Iran","Argentina","Miss",95.5,44.6
21/06/2014,45,"Federico Fernández","Argentina","Iran","Miss",93.1,46.4
21/06/2014,45,"Hajsafi","Iran","Argentina","Miss",75.3,61.1
21/06/2014,50,"Zabaleta","Argentina","Iran","Miss",86.9,26.5
21/06/2014,52,"Agüero","Argentina","Iran","Miss",93.6,54.4
21/06/2014,52,"Ghoochannejhad","Iran","Argentina","Attempt Saved",90.5,46.8
21/06/2014,55,"Garay","Argentina","Iran","Miss",93,48.2
21/06/2014,59,"Messi","Argentina","Iran","Miss",80.8,51.5
21/06/2014,59,"Di María","Argentina","Iran","Blocked",81.8,73.2
21/06/2014,64,"Hajsafi","Iran","Argentina","Blocked",70.8,54.5
21/06/2014,67,"Ghoochannejhad","Iran","Argentina","Blocked",91.6,49.9
21/06/2014,67,"Dejagah","Iran","Argentina","Attempt Saved",87.5,50
21/06/2014,74,"Messi","Argentina","Iran","Miss",79.7,73.6
21/06/2014,75,"Di María","Argentina","Iran","Attempt Saved",91,70
21/06/2014,82,"Rojo","Argentina","Iran","Miss",73.4,19.8
21/06/2014,84,"Palacio","Argentina","Iran","Miss",95.1,67.9
21/06/2014,86,"Rojo","Argentina","Iran","Miss",91.2,49.5
21/06/2014,86,"Ghoochannejhad","Iran","Argentina","Attempt Saved",86.8,65.2
21/06/2014,90,"Messi","Argentina","Iran","Goal",73.3,28.3
21/06/2014,3,"Onazi","Nigeria","Bosnia and Herzegovina","Miss",77.5,39.8
21/06/2014,7,"Odemwingie","Nigeria","Bosnia and Herzegovina","Miss",73.4,36.4
21/06/2014,8,"Besic","Bosnia and Herzegovina","Nigeria","Miss",80.8,30.6
21/06/2014,11,"Mikel","Nigeria","Bosnia and Herzegovina","Miss",78.8,61.8
21/06/2014,14,"Onazi","Nigeria","Bosnia and Herzegovina","Attempt Saved",69.9,50.3
21/06/2014,19,"Misimovic","Bosnia and Herzegovina","Nigeria","Miss",79.4,71.8
21/06/2014,20,"Musa","Nigeria","Bosnia and Herzegovina","Attempt Saved",73.5,73.3
21/06/2014,23,"Hajrovic","Bosnia and Herzegovina","Nigeria","Attempt Saved",85.6,32.4
21/06/2014,24,"Dzeko","Bosnia and Herzegovina","Nigeria","Attempt Saved",88.6,37.9
21/06/2014,27,"Onazi","Nigeria","Bosnia and Herzegovina","Miss",83.1,25.3
21/06/2014,28,"Pjanic","Bosnia and Herzegovina","Nigeria","Attempt Saved",76.7,40.1
21/06/2014,29,"Odemwingie","Nigeria","Bosnia and Herzegovina","Goal",92.5,44.1
21/06/2014,33,"Odemwingie","Nigeria","Bosnia and Herzegovina","Miss",73.5,29.7
21/06/2014,33,"Dzeko","Bosnia and Herzegovina","Nigeria","Attempt Saved",91.4,54.6
21/06/2014,38,"Emenike","Nigeria","Bosnia and Herzegovina","Blocked",93.9,29.5
21/06/2014,39,"Musa","Nigeria","Bosnia and Herzegovina","Attempt Saved",88,18.8
21/06/2014,40,"Medunjanin","Bosnia and Herzegovina","Nigeria","Miss",71.7,45.5
21/06/2014,45,"Dzeko","Bosnia and Herzegovina","Nigeria","Miss",86.7,43.6
21/06/2014,45,"Dzeko","Bosnia and Herzegovina","Nigeria","Miss",79.3,62.9
21/06/2014,47,"Dzeko","Bosnia and Herzegovina","Nigeria","Miss",91,35.5
21/06/2014,55,"Babatunde","Nigeria","Bosnia and Herzegovina","Attempt Saved",79.2,30.9
21/06/2014,56,"Onazi","Nigeria","Bosnia and Herzegovina","Miss",80.7,53.7
21/06/2014,56,"Odemwingie","Nigeria","Bosnia and Herzegovina","Blocked",84.1,28
